price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps
14.23,200000000,34,1,2584660154,200000000,1,TRUE,2020-10-24 22:32:03,90,1.01392E+12,10000002,30000144,1
14.23,200000000,34,1,2585472866,200000000,1,TRUE,2020-10-29 22:16:23,90,1.01392E+12,10000002,30000144,1
14.23,200000000,34,1,2586740144,200000000,1,TRUE,2020-11-06 20:59:38,90,1.01392E+12,10000002,30000144,1
14.23,200000000,34,1,2586876108,200000000,1,TRUE,2020-11-07 17:00:20,90,1.01392E+12,10000002,30000144,1
14.23,200000000,34,1,2587078130,200000000,1,TRUE,2020-11-08 17:46:25,90,1.01392E+12,10000002,30000144,1
14.23,200000000,34,1,2587096823,200000000,1,TRUE,2020-11-08 19:24:02,90,1.01392E+12,10000002,30000144,1
14.21,299938491,34,2,2582641020,300000000,1,TRUE,2020-10-12 22:25:55,90,1.01392E+12,10000002,30000144,1
14.13,100000000,34,1,2582635030,100000000,1000000,TRUE,2020-10-12 22:00:56,90,1.01392E+12,10000002,30000144,1
14.11,100000000,34,-1,2575388693,100000000,1,TRUE,2020-09-04 20:37:37,90,1.01392E+12,10000002,30000144,1
14.03,100000000,34,1,2582625574,100000000,1,TRUE,2020-10-12 21:23:14,90,60003760,10000002,30000142,0
14.01,30000000,34,-1,2582666062,30000000,1,TRUE,2020-10-13 0:24:28,90,1.01392E+12,10000002,30000144,1
13.99,100000000,34,-1,2583521831,100000000,1,TRUE,2020-10-18 2:33:02,30,60003760,10000002,30000142,0
13,1000000,34,0,2586821485,1000000,1,TRUE,2020-11-07 10:40:25,30,60003760,10000002,30000142,0
12.17,5000000,34,-1,2586467285,5000000,1,TRUE,2020-11-05 0:16:40,90,60003760,10000002,30000142,0
11.39,100000000,34,1,2582626953,100000000,10000,TRUE,2020-10-12 21:47:00,90,1.01392E+12,10000002,30000144,1
11.33,233333333,34,1,2582619348,233333333,1,TRUE,2020-10-12 20:55:45,90,1.01392E+12,10000002,30000144,1
11.1,100000000,34,1,2567100963,100000000,1,TRUE,2020-09-09 6:32:27,90,1.01392E+12,10000002,30000144,1
10.2,1318333,34,5,2586462641,2000000,1000,TRUE,2020-11-06 23:31:45,90,60004075,10000002,30000159,8
10.19,9398384,34,3,2575684935,10000000,1,TRUE,2020-11-06 12:09:10,90,60000919,10000002,30000159,8
10,1890640,34,3,2584252060,2000000,100000,TRUE,2020-10-22 15:39:00,90,60003760,10000002,30000142,0
8.13,841179,34,32767,2584896783,5000000,1,TRUE,2020-10-29 8:32:54,90,1.01392E+12,10000002,30000144,1
8.02,299643303,34,2,2582427474,300000000,1,TRUE,2020-10-11 19:01:39,90,1.01392E+12,10000002,30000144,1
8.01,5000000,34,32767,2586855910,5000000,1,TRUE,2020-11-07 15:00:50,90,1.01392E+12,10000002,30000144,1
8,3764562,34,-1,2577905751,9999999,1,TRUE,2020-09-17 7:00:50,90,1.01399E+12,10000002,30000144,1
8,6344882,34,20,2581572302,10000000,1,TRUE,2020-10-07 7:50:23,90,1.01392E+12,10000002,30000144,1
1.88,10000000,34,40,2581643751,10000000,10000,TRUE,2020-10-07 17:00:19,90,60003760,10000002,30000142,0
1.8,6000000,34,3,2586250175,6000000,10000,TRUE,2020-11-03 18:48:50,90,60003760,10000002,30000142,0
1.41,1111111,34,32767,2571152684,1111111,1,TRUE,2020-08-16 9:50:37,90,60004048,10000002,30000146,5
1,100000,34,-1,2586962861,100000,1,TRUE,2020-11-08 0:01:41,1,1.01392E+12,10000002,30000144,1
0.01,89500038,34,1,2582627138,100000000,10000,TRUE,2020-10-17 0:59:53,90,1.01392E+12,10000002,30000144,1
